pubmed_id_list,min_publication_date
"12529443,17264152,17891136,19596784,34728620",2007 Feb 15
"12704081,15899857",2003 Apr 15
12718890,2003 Apr
"12737817,16169070,16879614,17426288,17925405,23455924,25416956,32296183,34728620",2005 Sep 23
"15186775,34728620",2004 Jun 11
15911693,2005 Aug
"16051612,18320585,23455924,25416956,26186194,28514442,32296183,33961781,34728620",2005 Sep 23
"16169070,16879614",2005 Sep 23
"16879614,34728620",2006 Sep
16879614,2006 Sep
"16980624,21653829",2006 Oct
17053781,2006 Nov 1
17264152,2007 Feb 15
17426288,2007 Jun
"18285453,34728620",2008 May
18413343,2008 Jun
19144646,2009 Apr 3
19596784,2009 Sep
21242974,2011 May 19
21285357,2011 Apr 8
"21653829,29395067,34728620",2011 Jun 8
"21900206,32296183,34728620",2011 Sep 6
22095282,2012 May
22451921,2012 Apr 10
"22658674,34728620",2021 Nov 2
"22658674,29395067,34728620",2012 Jun 8
"22863883,34728620,35831314",2012 Sep
"22872859,25284789,33643786,33961781,34728620",2012 Nov
"23084401,34728620",2021 Nov 2
23624934,2013 May 29
"25147182,34728620",2014 Oct 17
26126536,2015 Aug
"26381755,29395067,31114027,34728620",2016 Jan
"26496610,34728620",2015 Oct 22
"26496610,27503909",2015 Oct 22
"26575292,34728620",2021 Nov 2
"26777405,29395067,34728620",2016 Jan 28
"27025967,34728620",2016 Jun
"27173435,34728620",2016 May 13
27571165,2016 Sep 27
"28302793,34728620",2017 Apr 28
"28515276,34728620",2021 Nov 2
"28675297,34728620",2017 Aug 4
28883095,2017 Oct 15
29186683,2017 Nov 28
"29395067,29510985,34728620,35271311",2018 Apr 3
"29991511,34728620",2018 Aug 3
30736843,2019 Feb 8
"30833792,33961781,34728620",2021 May 27
"30948266,34728620",2019 May 16
33742119,2021 Apr
"34619150,34728620",2021 Nov
"34728620,36526897",2021 Nov 2
15345777,2004 Oct 8
4924231,1971 Feb 12
"11257227,12171910",2001 Mar 9
10749851,2000 Jun 30
"12737817,16189514",2005 Oct 20
16051612,2005 Sep 23
9874198,1998 Dec 1
12535671,2003 Jan 31
15156153,2004 Jun
"16682003,19866488",2006 Jun 23
"17868320,33961781",2021 May 27
"18611861,19321451,19956621,24270405,33961781",2008 Sep 5
"19321451,35640677",2009 May 15
"19802006,26068074,27129302,33961781",2010 Jan 21
21573214,2011 May 5
27353377,2016 Sep 2
29070679,2017 Dec 8
29463306,2018 Feb 20
9389649,1997 Dec 1
11756408,2002 Mar 15
8687460,1996 Jun 25
10851137,2000 Jul
9649501,1998 Jul 1
"11679589,25416956,32296183",2014 Nov 20
"20562859,34226595",2021 Jul 5
11679589,2002 Jan 4
9525918,1998 Apr 3
"7663947,8805577,9525918,9927655",1995 May 15
"16196087,18781797,21139048,23000965,24816145",2005 Nov
"21525035,34079125",2011 May 15
33762355,2021 Jul 1
"1628823,9222609,14532117,20565132,36339263",1992 Jul
"7639722,16293251,28514442,33961781,35831314,36339263",2005 Dec 5
"9222609,11583998,12621024,16278218,18599869,20885985,22367781,26517842,36339263",1996 Dec
"9222609,23022381",1996 Dec
"9325337,36339263",2022 Nov 18
9325337,1997 Oct 10
"9499401,9699716,21784850,33961781,35831314,36339263",1998 Aug
9499401,1998 Mar 1
9880553,1999 Jan 15
10747973,2000 Jun 16
"11486022,20353823,21079652",2010 Aug
11486022,2001 Sep
12621024,2003 May 9
"12813038,25036637,26186194,26496610,28514442,33961781,35271311",2003 Sep 12
"14532117,16293251,23344957,36339263",2005 Dec 5
14707147,2004 Mar 12
16278218,2006 Jan 13
18211895,2008 Mar 21
18451878,2008 Jul
"18794143,27173435,35906200",2016 May 13
18794143,2008 Sep 15
19229036,2009 Feb 20
"19597476,25036637",2009 Sep 17
19597476,2009 Sep 17
19684601,2009 Sep
"19758120,20098725,29997244,36339263",2009 Nov 11
21784850,2011 Sep 9
22748127,2012 Sep
"23824909,25036637,27173435",2014 Jul 17
"25036637,36339263",2022 Nov 18
"25036637,27173435,28514442,33961781,36339263",2014 Jul 17
"25036637,33961781",2014 Jul 17
"25036637,27173435",2016 May 13
"25720964,31244938,31409638",2015 Mar
25905985,2016 Aug 2
26503960,2016 Jan 15
"26517842,36114006,36339263",2015
"27173435,36339263",2016 May 13
"28515276,36339263",2022 Nov 18
30563406,2019 Jan
31244938,2019
31409638,2019 Oct 15
32097779,2020 Mar
"35271311,36339263",2022 Mar 11
"1628823,9699716",1992 Jul
"7639722,16293251",1995 Aug 4
8940068,1996 Nov 29
11527157,2001
"8856972,9222609,11486022",1996
15576338,2005 Jan
15364926,2004 Nov 19
"12646186,12665592",2003 Apr
12865437,2003 Sep 1
12813038,2003 Sep 12
"10821850,11005381",2000 May 26
16293251,2005 Dec 5
"9367915,25416956",2014 Nov 20
"11278381,18211895",2001 May 25
19768582,2010 May
"21258402,25036637,33961781",2011 Jun 2
"25416956,32296183,33472061",2014 Nov 20
15662014,2005 Jan 21
9651507,1998 Jul 3
10224043,1999 May 7
9367915,1997 Nov 7
16428449,2006 Feb
11278381,2001 May 25
16552721,2006 Aug 15
"25036637,32296183,33961781",2020 Apr
10488131,1999 Sep 24
12754272,2003 May 23
"15936278,33957083,33961781",2005 Jun 7
"15936278,19285159",2005 Jun 7
"21625540,22219199,28504929,33957083",2012 Feb 17
21625540,2011
26936937,2016 May
9915854,1999 Jan 29
"10075921,25036637,25864199,26344197,27684187,32687490,35271311",1999 Mar 15
11809754,2002 Apr 5
"12150907,14532270,24244333,32929329,35256949,35509820,35987950",2002 Jul
"16196087,18781797,21139048,21890473,21906983,21963094,21987572,22053931,22505724,23000965,24654937,24816145,25015289,25147182",2005 Nov
17569659,2007 Aug 10
"21231916,32687490,33957083",2020 Jul
21231916,2011 Apr 1
21360678,2011 Apr
"22343013,33972400",2012 Aug 24
"22504172,26344197",2015 Sep 17
23431407,2013
"23443559,25144556,27775703,35140242",2013
"23667531,34732716",2013
"23703321,23752268,26496610,30009671",2013
"25036637,33957083,33961781",2014 Jul 17
25281747,2014 Dec 5
26147758,2015
"26561776,31685992",2019 Nov
28292943,2017 May
"29507755,35271311",2018
"33239621,33957083",2021 Jun 17
"33957083,33961781,35271311,35831314",2021 Jun 17
33972400,2021 Jun 16
"35562734,35831314",2022 Jul 13
36269765,2022 Oct
16458196,2006 Feb 15
"10075921,16225871",1999 Mar 15
"7954368,8729618,23443559,25144556,31152661",1994 Nov 25
"8887650,32687490,33957083",2020 Jul
9830037,1998 Dec 4
"10330192,12150907,22939629,23271055,23904609,26010904,27787517,28042827,32401531,32687490,33957083,35148989",1999 Jun
10629618,2000 Feb
"10980614,11527400,23824909,26496610,30559338,32687490,33957083,33961781,34951719",2000 Sep 7
11230127,2001 Mar 1
11356186,2001 May 11
"11413142,26344197,32687490,33957083,35831314",2015 Sep 17
"11413142,12093808,12853476,16263121,19875381,32687490",2001 Aug 17
11413142,2001 Aug 17
"11533664,12930708,29568061",2003 Dec
11785981,2002 Jan 18
11877453,2002 May 17
12082088,2002 Sep 6
"12150907,24244333,32929329,35256949,35509820,35987950",2013
12391142,2002 Nov
"12481031,21145461",2002 Dec 24
"12481031,30349055,35831314",2018 Oct 22
"12853476,26496610,32687490,33957083",2015 Oct 22
12930708,2003 Dec
14636579,2003 Nov
"14718530,31980649",2004 Apr 9
"16140033,35831314",2005 Sep 16
"16263121,22939629,32687490",2012 Aug 31
17206383,2007 Jun
"19394292,32687490,32786267",2009 Apr 24
19411856,2009 Jun 1
"19815544,32322062",2009 Dec 11
"19875982,31980649",2009 Dec 2
19875982,2009 Dec 2
20531386,2010 Jul 21
"20682791,32687490",2010 Oct 8
"20805357,35446349",2022 Jun 6
"20808282,35831314",2010 Oct 6
20930503,2010 Sep 15
20959453,2010 Dec 31
"21145461,32687490",2010 Dec 10
"21146485,32687490",2011 Mar 15
"21231916,33957083",2021 Jun 17
"21231916,35148989",2011 Apr 1
"22863883,22939629,33957083,35831314",2012 Aug 31
"22863883,22939629,26496610,32687490,35831314",2012 Aug 31
"22863883,22939629,25864199,27684187,32687490,35831314",2012 Sep
"22863883,32687490",2012 Sep
"22939629,32687490",2012 Aug 31
"22939629,32687490,33957083,33961781",2012 Aug 31
23042605,2012 Nov
"23125841,30948266,32687490",2019 May 16
"23271055,23554879,33961781",2013
"23349634,33961781",2013
"23383273,32687490",2020 Jul
"23443559,36736316",2013
"23443559,32687490,35831314",2013
23698466,2013 Jul 1
23729439,2013 Jul 1
"23885119,31300519",2013 Sep
"23901248,24337577",2013
23904609,2013 Jul 31
23973223,2013 Aug 22
"24175631,32687490,33961781",2014 Feb 1
"24550385,32687490",2014 Mar 28
24718257,2014
25027693,2014 Aug 1
25202009,2014 Oct 17
"25963833,32687490",2015 Jul
"26264872,33957083",2021 Jun 17
"27477512,30442662",2016 Aug 11
"27477512,32687490",2016 Aug 11
27489107,2016 Sep 16
"27545878,33961781",2016 Aug 30
"27684187,31501420,33961781",2019 Sep 9
27998983,2017 Feb 10
"28042827,32687490,33961781",2016 Dec 30
"28186131,32687490",2017 Oct
"28302793,32687490",2020 Jul
"28515276,32687490",2017 Jun 5
"28581483,33961781",2017 Aug
28757353,2017 Nov
"28821611,30745168,32723828,35530310",2017 Sep 29
"29111377,32687490",2020 Jul
29519959,2018 Apr 9
"29656893,32687490",2018 May 3
29764935,2018 Jul 6
"30209976,33961781",2018
30719818,2019 Apr
"31048545,33961781",2019 Jun 1
"31239290,33961781",2021 May 27
"31980649,32687490",2020 Jan 24
32401531,2020 Jun 9
"32687490,33961781,35704671",2020 Jul
"32687490,34951719",2020 Jul
"32687490,35777956",2020 Jul
"32687490,35102251",2020 Jul
"32850835,33957083",2021 Jun 17
12677068,2003 Apr 4
10651811,2000 Feb
12526792,2003 Jan 10
"11527400,11909948",2001 Sep 7
9873016,1999 Jan 8
"9873016,10980614",1999 Jan 8
"11533664,12930708",2003 Dec
10376524,1999 Jun 10
7811761,1994
7529764,1995 Jan 13
12080070,2002 Aug 30
12397061,2002 Dec 20
10593983,1999 Dec 17
"10786835,12161444",2000 Apr 14
8887650,1996 Nov
11415446,2001 Jul 1
9920933,1999 Feb 5
12077419,2002 Jun 21
15189447,2004 Jun
"11679576,14993262",2004 Mar
14503850,2003 Aug 31
"10330192,15189447",2004 Jun
"16275660,25036637,33961781",2006 Feb
"16713569,33961781,35271311",2006 May 19
"21145461,34642328",2010 Dec 10
"21360678,27353360",2011 Apr
"23414517,26344197,33239621,35271311",2013 Feb 15
"23414517,28443643",2013 Feb 15
23885119,2013 Sep
"25036637,32296183",2014 Jul 17
"25144556,25241761,32807901",2014 Aug 21
"27377895,31076518",2016 Jul 5
"27477512,36423739",2016 Aug 11
33658435,2021 Feb 28
11533664,2001 Sep
"23443559,25241761,31152661",2013
"23824909,33957083",2013 Oct
"25036637,33957083,35271311",2021 Jun 17
27129234,2016 Jun 24
"33567341,33957083",2021 Jan-Jun
"16189514,16713569,25416956,28514442,33957083,33961781,35271311",2005 Oct 20
16497536,2006
"19815555,35446349",2022 Jun 6
"22939629,25036637,28514442,29568061,31536960,33961781",2012 Aug 31
"24981860,25036637,33957083,33961781",2014 Jul 17
26153132,2015 Oct
"26344197,33957083",2015 Sep 17
"26389662,33961781",2015 Oct
"26496610,33957083,35271311",2015 Oct 22
"26933062,31501420,33961781",2019 Sep 9
"27609421,33961781",2021 May 27
30591555,2019 Feb 1
31406303,2020 Mar
"32850835,33957083,33961781",2020
1474216,1992 Dec
9250404,1997 Jun
"9452498,10642522,11877417,21235734,26344197,33239621,35271311",1998 Feb 6
9553041,1998 Apr 15
10225950,1999 May 3
"10330192,12574167,14532117,15538384,16169850,16275660,16293251,16554822,17317785,17545168,18436529,18784277,19196961,19648119,19892702,19913553,19940151,20146531,20349136,20661446,20704274,21325980,21358815,21454478,21518764,21549100,21775628,22824801,23271055,23344957,23410750,23412384,23764847,26010904,27708256,28754656,29274099,29317501,30446660,30911017,31320752,32041778,32483383,33619536,33658435,33775711,35061295,35657686,35831314,36027913",2003 Apr 18
"10642522,27708256",2000 Feb 1
10964507,2000 Sep 15
"11116152,26344197",2001 Apr 20
11133992,2001 Mar 23
11238924,2001 Mar
11274138,2001 May 11
11777905,2002 Mar 15
11912194,2002 May 31
"12482202,16777091,24753260",2002 Jul
"12676955,14532270,15603737,16714300,18248624,18784277,25959826,29180628,35256949",2003 Dec 19
"12684064,21145461,35563538",2003 Apr 18
"12684064,21145461",2003 Apr 18
"12750378,19229298,20368414,21233200,23824909,28859986,30559338,31500722,32696179",2003 Aug 1
"12775586,29259226",2003 Jun 27
12930902,2003 Sep 2
"12963728,17573780",2003 Oct 31
"14503850,26344197,27708256,33957083,35271311",2003 Aug 31
"14503850,19659607",2003 Aug 31
14527417,2003 Sep
"14702098,16697380",2003
"14711827,17010992,17012257,21358815,21832061,21985244,31980649",2004 Mar 26
"14962978,18500754,21985244,22343013,23271055,29274099,33139698,35760815",2004 Apr 1
"15004035,17184779,18223694,20847049,21268072,23109422,25144556,30911017,32097779,32807901,35140242",2004 May 21
"15198682,15358145,17992192,29128334",2004 Jul
15215856,2004 Jun 24
"15254225,31497350",2004 Aug
15383005,2005 Jan 1
15383534,2004 Dec 3
15466472,2004 Dec 17
"15525661,20156966",2005 Jan 1
"15596450,22863883,22876279,23293021,28443643,35704671",2005 Mar 4
"15603737,21358815,32850835",2011 Feb 16
15644312,2005 Mar 25
15647277,2005 Mar 18
15798097,2005 Mar
16039987,2005 Sep 9
"16093354,16322212,28146421",2005 Dec 1
"16135753,31792442,32315177,35546148",2005 Aug 31
16158055,2006 Jan 5
"16169850,27187154,35271311",2005 Nov 18
"16314389,18408180,18620420,21360678,26344197,27187154,27708256,33239621,33571422,35271311,35760815,35831314",2006 Feb
16314389,2006 Feb
16322212,2005 Dec 1
16354686,2006 Jan
16582966,2006 Aug 24
"16621797,23383273,35562734",2006 Jun 23
16809764,2006 Jul
16861906,2006 Aug
16895519,2006 Dec 1
16919237,2006 Oct 6
16943429,2006 Sep
16954220,2006 Oct 27
16962653,2006 Oct 6
17024176,2006 Oct 18
17127076,2007 Jan
17148442,2007 Feb 16
17466273,2007 Jun 15
17512523,2007 Aug 1
"17573780,35271311",2007 Jun
17671431,2007 Aug 1
17851643,2008 Jan
17947705,2007 Nov 1
18026119,2007 Dec
18094050,2008 Mar
"18211808,23109422",2008 Apr 4
"18359116,21151955,31300519",2008 May
"18408180,22939629,25036637,25864199,26344197,27684187,29568061,30021884,32687490,33961781,35271311,35831314",2012 Aug 31
18408180,2008 Jul
"18620420,20661446,26344197,33957083,35271311",2008 Aug 5
18620420,2008 Aug 5
18657505,2008 Jul 25
18806873,2008 Sep 22
19017811,2008 Nov 25
19071123,2009 Jan 5
"19098309,29167402",2018 Jan 10
19114714,2009 Feb 20
"19148187,21298030",2009 Apr
"19233847,23040663",2009 Apr 17
19237536,2009 May
19261749,2009 Mar 15
19376117,2009 May 6
19622774,2009 Aug 1
19802386,2009 Oct 5
19892702,2010 Jan 8
"19933325,21145461",2009 Dec 1
19995547,2010 Mar 1
"20020773,20804554,26936937,33908654",2010 Aug 30
"20164180,20228063",2010 Apr 16
20221403,2010 Mar 8
20349136,2010 Jul
20368414,2010 Apr 20
"20371770,20801936",2010 Apr 6
"20371770,35831314",2010 Apr 6
20516061,2010 Aug 6
"20516061,22939629",2010 Aug 6
"20540933,32874188",2010 Jul 16
"20663926,25921289",2010 Aug
20801936,2010 Sep 15
20964628,2011 Jun
"21145461,31577950,34642328",2019 Oct 1
21228271,2011 Mar 25
"21298030,25147182",2011 Jan 27
21325980,2011 Apr
21767633,2011 Oct 1
21887822,2011 Nov
21946088,2012 Jan
22130672,2012 Mar 2
22461698,2012 May 1
23023377,2012 Dec
23160471,2013 Jan 10
23264621,2013 Feb 8
23318261,2013 Jan 31
"23349634,26186194,28514442,33961781",2013
23412384,2013 Feb 14
23756845,2013
24120361,2013 Oct 17
24129571,2013 Nov 22
24356957,2014 Feb 7
"24366813,25796446,31501420",2013
"24651434,27464702",2014 Mar 20
24685480,2014 Apr 25
24912674,2014 Aug
"25277244,27187154",2014 Dec
25452130,2015 Jan 1
"26344197,29930177,33239621,35271311,35831314",2018 Aug
"26344197,33957083,35271311",2015 Sep 17
26414348,2015
27708256,2016 Oct 6
28052117,2017
"28504929,33957083",2017 May 15
"28581483,31577950",2019 Oct 1
"28716533,30442662,33991504",2017 Oct
29101097,2018 Jan
29259226,2017 Dec 19
29290964,2017 Dec 5
31189917,2019 Jun 12
31577950,2019 Oct 1
"31980649,34870550",2020 Jan 24
33619536,2021 Mar 18
34499769,2021 Dec
34909679,2021
"35140242,35831314",2022 Feb 9
35657686,2022 Sep
35883419,2022 Jun 21
16093354,2005 Oct
15792802,2005 Mar 28
12963786,2003 Nov
9694873,1998 Aug 14
16697380,2006 May 29
9409741,1997 Nov 17
"10049727,11294872",1999 Feb 16
"10588643,33957083,36042349",1999 Dec
"10906332,16257961,32694731",2000 Oct 27
10970892,2000 Dec 8
"11162551,26496610",2015 Oct 22
"11907036,20371724,26472337,27187154",2002 May 24
"12356756,25877869,28514442,29323281,33961781,36042349",2015 Jun 15
"12383251,33961781",2002 Oct
"12411443,18400946,24189400,33957083",2008 Jun
12514190,2003 Mar 21
"15324660,22939629",2004 Aug 24
15908432,2005 Jul 15
"16169070,35864588",2005 Sep 23
"17184779,23443559,31152661,32807901",2007 Jan 9
"17643375,26344197,35831314,36042349",2007 Jul 20
18064632,2008 Jun
"18264092,18502753,23097496",2008 Jul 25
"18264092,21118962",2010 Dec 1
"18400946,33961781",2008 Jun
"19167051,36371565",2009 Feb 6
19632185,2009 Jul 23
19659607,2009 Oct
19815549,2009 Nov 27
"19875381,35831314",2022 Jul 13
20028516,2009 Dec 22
"20371724,23703321,35676659",2013 Oct
"21217698,24189400,26085089,26186194,26344197,28514442,33957083,33961781",2011 Feb
"21343306,26186194,28514442,33961781",2015 Jul 16
"21903092,32888949,35271311",2011 Dec 1
21965664,2011 Dec 2
"21988832,26735018",2011 Oct 11
"22460328,32812023",2012
"22796945,26085089",2015 Jul 24
"22939629,24189400",2012 Aug 31
"22939629,35831314,36042349",2012 Aug 31
"22939629,25864199,26344197,26496610,27684187,35831314,36042349",2012 Aug 31
"22939629,24189400,30021884,33957083",2012 Aug 31
"22939629,30021884,36042349",2012 Aug 31
"22939629,26344197,26496610,30021884,33957083,35831314",2012 Aug 31
"22939629,31536960,33957083",2012 Aug 31
"23246001,26496610",2012 Dec 27
"23314748,27182664",2013 Feb 20
"23383273,35562734,36042349",2022 May 13
"23402259,35831314,36042349",2022 Jul 13
24080088,2013 Dec
"24189400,33957083",2021 Jun 17
"24189400,29323281,36042349",2013 Nov 5
24899641,2014 Aug 1
"25277244,35831314,36042349",2022 Jul 13
"25331947,35271311",2014 Dec 12
"26075355,29507222,29669822,29976090,30120248,31375263",2015 Jul
"26085089,33957083",2021 Jun 17
"26186194,30021884",2015 Jul 16
"26344197,26496610,33239621",2015 Oct 22
"26344197,36042349",2015 Sep 17
"26344197,26496610,35271311,35831314",2015 Oct 22
"26496610,33957083,35271311,36042349",2021 Jun 17
"26496610,33957083,35271311,35831314,36042349",2015 Oct 22
"26496610,30021884,33957083,33961781,36042349",2015 Oct 22
"26638075,33961781",2015 Dec 3
"27025967,31536960,36042349",2019 Sep 27
27030672,2016 May 15
"27173435,36042349",2016 May 13
27187154,2016 Oct
"27684187,30472188,31501420",2016 Sep 28
"28902428,36042349",2018 May
"29117863,36635499",2017 Nov 8
29976090,2018
"30804502,35831314",2019 Mar
"31536960,33957083,36042349",2019 Sep 27
"31536960,33957083,34079125",2019 Sep 27
31669222,2019 Nov
"32457219,33961781",2020 Aug
"32457219,33957083",2020 Aug
32491994,2020 Jun 3
33863978,2021 Apr 16
"33957083,36042349",2021 Jun 17
"33961781,36042349",2022 Sep
"33961781,35007762",2021 May 27
"33965375,36057605,36584595",2021 Jan-Jun
34079090,2021 Jun
"34079125,36042349",2021 Jul
"34373451,36042349",2021 Aug 9
35021089,2022 Jan 11
"35102251,36042349",2022 Sep
35802146,2022 Nov
35902580,2022 Jul 28
"36042349,36371565",2022 Sep
36635499,2023 Apr
12411443,2003 Jan 10
10906332,2000 Oct 27
3122216,1987 Dec
"7724523,10197448",1995 Apr 11
9492298,1998 Jan 15
10964928,2000 Dec 8
10777498,2000 Jun 30
12356756,2002 Dec 6
11907036,2002 May 24
18685789,2008 Aug
"21231916,21988832",2011 Apr 1
"22863883,29568061,35831314",2012 Sep
"25144556,31152661,32807901",2014 Aug 21
"26186194,28514442,33957083",2015 Jul 16
"32296183,33957083",2020 Apr
"33417871,35379950",2021 Jan 7
7673249,1995 Sep 22
"7954368,8729618,8940078,11297531,11707401,23443559,25144556,28215707,31027880,31152661,32807901",1996 Jan
8663341,1996 Jul 12
"9269769,17683050,35831314",1997 Aug 15
"9269769,19875381,20039095,21360678,22504172,25864199,26344197,27708256,32687490,35831314",1997 Aug 15
9269769,1997 Aug 15
"9774640,10567422,11093761,22939629,25864199,26344197,33239621,35271311,35831314",1998 Nov
"9873016,21233200,21423662,23824909,25036637,25416956,26496610,27684187,29568061,30559338,32687490,33961781,35831314",1999 Jan 8
"9873016,16207813,22365833,25036637,26344197,27684187,29568061,30021884,32687490,33961781",1999 Jan 8
"10075921,11093761,27708256,33957083,35271311,35831314",1999 Mar 15
