I#ID	Name
G10920	ARHGAP15
G10921	PPP2R2D
G10922	BRK1
G10923	ITFG2
G10924	CISD1
G10925	PLGRKT
G10926	USE1
G10927	PSENEN
G10928	TEX2
G10929	IDI2-AS1
G10930	ZC3H15
G10931	DENND10P1
G10932	ACOT13
G10933	KIZ
G10934	TMEM165
G10935	BEX1
G10936	ACTR10
G10937	DBNDD2
G10938	ECHDC1
G10939	TMEM126B
G10940	SLC22A11
G10941	HDAC8
G10942	ASH1L
G10943	PBK
G10944	GSDMB
G10945	GABRQ
G10946	WSB2
G10947	LMO3
G10948	ZKSCAN7
G10949	GPRC5C
G10950	LENEP
G10951	MYNN
G10952	ZNF395
G10953	DEFB103B
G10954	MESP1
G10955	UNC45A
G10956	ZNF302
G10957	THSD1
G10958	ACSS2
G10959	KMT2E
G10960	RNF114
G10961	ZC4H2
G10962	CMAS
G10963	ANGPTL8
G10964	BIN3
G10965	APOBR
G10966	ERBIN
G10967	LANCL2
G10968	NXT2
G10969	CTTNBP2NL
G10970	RCC2
G10971	NKRF
G10972	INKA2
G10973	DMAP1
G10974	MYO5C
G10975	APOM
G10976	ZMAT5
G10977	LIN37
G10978	KLHL9
G10979	SULF2
G10980	SEPTIN3
G10981	AJAP1
G10982	NDUFA12
G10983	NSFL1C
G10984	RAB5IF
G10985	GNG12
G10986	BAIAP2L1
G10987	SLC25A40
G10988	BCAP29
G10989	SLC50A1
G10990	KLHL7
G10991	CFC1
G10992	NXF5
G10993	NXF4
G10994	NXF3
G10995	NXF2
G10996	MYDGF
G10997	SMG9
G10998	BARX1
G10999	PDGFC
G11000	ALG1
G11001	UBFD1
G11002	KLHL4
G11003	TMEM234
G11004	PCDHGC5
G11005	PCDHGC4
G11006	PCDHGB7
G11007	PCDHGB6
G11008	PCDHGB5
G11009	PCDHGB3
G11010	PCDHGB2
G11011	PCDHGB1
G11012	PCDHGA11
G11013	PCDHGA10
G11014	PCDHGA9
G11015	PCDHGA7
G11016	PCDHGA6
G11017	PCDHGA5
G11018	PCDHGA4
G11019	PCDHGA3
G11020	PCDHGA2
G11021	PCDHGA1
G11022	PCDHB15
G11023	PCDHB14
G11024	PCDHB13
G11025	PCDHB12
G11026	PCDHB11
G11027	PCDHB10
G11028	PCDHB9
G11029	PCDHB8
G11030	PCDHB7
G11031	PCDHB6
G11032	PCDHB4
G11033	PCDHB3
G11034	PCDHB2
G11035	PCDHAC2
G11036	PCDHAC1
G11037	PCDHA13
G11038	PCDHA12
G11039	PCDHA11
G11040	PCDHA10
G11041	PCDHA8
G11042	PCDHA7
G11043	PCDHA6
G11044	PCDHA5
G11045	PCDHA4
G11046	PCDHA3
G11047	PCDHA2
G11048	PCDHA1
G11049	TEX15
G11050	TEX14
G11051	TEX13B
G11052	TEX13A
G11053	TEX12
G11054	TEX11
G11055	NSMCE3
G11056	RNF17
G11057	STK31
G11058	TDRD1
G11059	GSDMC
G11060	DNAH7
G11061	ANKH
G11062	MOSPD1
G11063	MTFR1L
G11064	LMOD3
G11065	SUSD2
G11066	ZNF253
G11067	KIAA1217
G11068	BTNL2
G11069	MRAP
G11070	YLPM1
G11071	RNF20
G11072	TMX4
G11073	SERTAD4
G11074	MEPCE
G11075	CTNNBL1
G11076	C8orf44
G11077	GPCPD1
G11078	LRRC8A
G11079	CPXM1
G11080	KYAT3
G11081	IRGC
G11082	WDR45B
G11083	BEX4
G11084	GKN1
G11085	PARD3
G11086	IL36G
G11087	SLC7A10
G11088	TRPV5
G11089	ANKRD7
G11090	METTL3
G11091	PRMT8
G11092	PPAN
G11093	CABP5
G11094	LTB4R2
G11095	CTPS2
G11096	RPRM
G11097	CCL28
G11098	EIF4ENIF1
G11099	KCNQ5
G11100	DNAJC12
G11101	MMP26
G11102	CHST7
G11103	CYP26B1
G11104	ERO1B
G11105	SLC2A9
G11106	DIABLO
G11107	INPP5E
G11108	ASAH2
G11109	BCCIP
G11110	EIF5A2
G11111	TMPRSS4
G11112	CLDND1
G11113	LINC00470
G11114	TWNK
G11115	NPDC1
G11116	POLE4
G11117	OR2S2
G11118	TRIM39
G11119	KCNK13
G11120	KCNK12
G11121	VTRNA1-2
G11122	VTRNA1-1
G11123	PANX2
G11124	MUC13
G11125	SUCNR1
G11126	AKIP1
G11127	C11orf16
G11128	TMEM9B
G11129	NRIP3
G11130	ASCL3
G11131	SAR1A
G11132	CFAP298
G11133	JPH1
G11134	RETN
G11135	SLC2A4RG
G11136	BARHL1
G11137	FMN2
G11138	ZC3HAV1
G11139	IFNK
G11140	SLAMF8
G11141	GPR137
G11142	SPHK2
G11143	TCEAL7
G11144	GRIPAP1
G11145	EMC7
G11146	RAD18
G11147	CELF4
G11148	CDC42SE1
G11149	FSTL5
G11150	UGGT1
G11151	KCMF1
G11152	TM9SF3
G11153	MDM1
G11154	LGALS14
G11155	TCIM
G11156	UBQLN4
G11157	AGPAT3
G11158	AGPAT4
G11159	DPYSL5
G11160	WRNIP1
G11161	BDH2
G11162	ANKS1B
G11163	TMEM167B
G11164	NDUFA4L2
G11165	PNO1
G11166	PAPOLB
G11167	SH3GLB2
G11168	C15orf39
G11169	THAP10
G11170	SPIRE1
G11171	STARD7
G11172	MAP3K7CL
G11173	IFT46
G11174	C1GALT1
G11175	OTOR
G11176	EXOSC5
G11177	SMARCAD1
G11178	MEIS3
G11179	C2orf83
G11180	DHX33
G11181	SEMA3G
G11182	MCCC1
G11183	NMUR2
G11184	PAK6
G11185	LXN
G11186	NCLN
G11187	GPR108
G11188	SPPL2B
G11189	FEM1C
G11190	DUS3L
G11191	CA10
G11192	SMCO4
G11193	CCDC177
G11194	PMEPA1
G11195	DUSP22
G11196	HMCES
G11197	CMC2
G11198	ENY2
G11199	OLFML3
G11200	MRPS22
G11201	EMSY
G11202	MFF
G11203	SDR39U1
G11204	XAB2
G11205	SMYD2
G11206	C5orf15
G11207	PRTFDC1
G11208	NT5M
G11209	NIT2
G11210	MEPE
G11211	LHX9
G11212	OTUD7B
G11213	SHD
G11214	RGMA
G11215	PARP6
G11216	RPL23AP32
G11217	ATXN7L3
G11218	CEACAM19
G11219	FAM20C
G11220	STOX2
G11221	PRDM8
G11222	PRDM9
G11223	PRDM10
G11224	PRDM11
G11225	POGLUT1
G11226	PSMG2
G11227	ADPRM
G11228	DTWD1
G11229	BBX
G11230	CDC42SE2
G11231	KIF15
G11232	TOMM22
G11233	CHPT1
G11234	TULP4
G11235	SLC12A9
G11236	COQ8A
G11237	CTNNBIP1
G11238	ADAMTS9
G11239	SDHAF3
G11240	YAE1
G11241	CCDC47
G11242	ACKR3
G11243	CABP4
G11244	AKR1B10
G11245	COQ9
G11246	CCNL1
G11247	CIAPIN1
G11248	VPS35L
G11249	PDXP
G11250	SLC17A7
G11251	RSRP1
G11252	ANKMY2
G11253	RARS2
G11254	TWSG1
G11255	PLSCR2
G11256	PLSCR3
G11257	UTP3
G11258	CHRNA10
G11259	DAZ3
G11260	DAZ2
G11261	TBX20
G11262	PCBP4
G11263	DDX24
G11264	KNL1
G11265	SLC17A6
G11266	AGTRAP
G11267	PLSCR4
G11268	ENTPD7
G11269	CASS4
G11270	PCNP
G11271	TRIM49
G11272	CPA6
G11273	PITHD1
G11274	RPGRIP1
G11275	PARP11
G11276	AVEN
G11277	ANO2
G11278	TIGAR
G11279	PNPLA2
G11280	CYSLTR2
G11281	NAT14
G11282	PDSS2
G11283	REXO4
G11284	PLAAT1
G11285	RAB25
G11286	TRPC7
G11287	PGLYRP4
G11288	ZNF695
G11289	INTS12
G11290	CAMK1D
G11291	EPPIN
G11292	GOPC
G11293	LPAR5
G11294	NUP107
G11295	CD248
G11296	PLXDC1
G11297	CD177
G11298	RHBG
G11299	LYRM4
G11300	MRPL47
G11301	ATP13A1
G11302	CHMP1B
G11303	MAN1C1
G11304	DAZ4
G11305	APMAP
G11306	RGL3
G11307	RNPEPL1
G11308	RTN4
G11309	ADCK1
G11310	PAK5
G11311	LDAF1
G11312	SCYL3
G11313	RALGAPB
G11314	LYRM1
G11315	SMIM8
G11316	LYZL6
G11317	SLURP1
G11318	SLC44A2
G11319	SMURF1
G11320	TMEM63C
G11321	PHTF2
G11322	JPH2
G11323	TRIM54
G11324	PELI2
G11325	PELI1
G11326	GJC2
G11327	SALL4
G11328	ASPHD2
G11329	ZNFX1
G11330	DOLPP1
G11331	CAMK1G
G11332	CORO1B
G11333	VARS2
G11334	ZMIZ1
G11335	KIAA1191
G11336	ACTR3B
G11337	SLC39A10
G11338	ANKRD50
G11339	FAM219B
G11340	NIPAL3
G11341	RALGAPA2
G11342	THOC2
G11343	ADAMTSL3
G11344	DENND11
G11345	SELENON
G11346	VN1R1
G11347	MCOLN1
G11348	ATP10A
G11349	ATP8B2
G11350	ATP10D
G11351	ZNF248
G11352	SLC45A4
G11353	ADGRG6
G11354	SPRYD7
G11355	CEMIP
G11356	THAP11
G11357	VANGL2
G11358	TTC7A
G11359	ARFGEF3
G11360	ERGIC1
G11361	PPP4R3B
G11362	NHSL1
G11363	LYRM2
G11364	SMAGP
G11365	SNX14
G11366	SLC4A10
G11367	DANCR
G11368	KAT14
G11369	PBXIP1
G11370	CBX8
G11371	RCN3
G11372	ZNF286A
G11373	ZNF287
G11374	SENP7
G11375	JPH3
G11376	ZNF304
G11377	TTYH1
G11378	GJD2
G11379	AICDA
G11380	MRS2
G11381	RHOJ
G11382	CLTRN
G11383	CLK4
G11384	S100A14
G11385	RAB22A
G11386	CYP20A1
G11387	SPC25
G11388	ABHD6
G11389	NMRAL1
G11390	LRTM1
G11391	MIF4GD
G11392	SCYL1
G11393	AS3MT
G11394	RHBDD2
G11395	WDR18
G11396	SLC24A3
G11397	NDRG3
G11398	NDRG2
G11399	BIRC6
G11400	PLEKHG5
G11401	TENM2
G11402	GALNT16
G11403	DSCAML1
G11404	REXO1
G11405	KIAA1143
G11406	TMCC3
G11407	GATAD2B
G11408	PPM1H
G11409	ISY1
G11410	MYORG
G11411	AMIGO1
G11412	STRIP2
G11413	TBC1D24
G11414	SCAF4
G11415	HHATL
G11416	SLC12A5
G11417	PNMA8B
G11418	LRRC47
G11419	ERMN
G11420	CNOT6
G11421	ZNF512B
G11422	ZNF490
G11423	PLEKHH1
G11424	GRAMD1B
G11425	SHROOM4
G11426	USP31
G11427	PRR12
G11428	PLEKHG1
G11429	KIAA1210
G11430	CRACD
G11431	RNF150
G11432	NLN
G11433	ESYT2
G11434	ODF2L
G11435	AHRR
G11436	ARID1B
G11437	HEG1
G11438	RIMKLB
G11439	NWD2
G11440	MRTFB
G11441	LRFN2
G11442	KIDINS220
G11443	CFAP92
G11444	NLGN4X
G11445	MTA3
G11446	AARS2
G11447	MAVS
G11448	ZNF608
G11449	INTS2
G11450	MTUS1
G11451	XPO5
G11452	COG6
G11453	GPR158
G11454	CASKIN2
G11455	ARHGAP31
G11456	SERINC1
G11457	STARD9
G11458	HECW2
G11459	RPTOR
G11460	SRGAP1
G11461	NYNRIN
G11462	CASKIN1
G11463	PCDH19
G11464	KCTD16
G11465	RTL9
G11466	CGN
G11467	HACE1
G11468	NUFIP2
G11469	TBC1D14
G11470	MIB1
G11471	ELAPOR1
G11472	KIAA1328
G11473	SORCS2
G11474	ALPK3
G11475	WDR35
G11476	DISP3
G11477	ZNF398
G11478	KLHL42
G11479	TXNDC16
G11480	CC2D2A
G11481	PDP2
G11482	ZNF624
G11483	IGSF9
G11484	TAOK1
G11485	NCEH1
G11486	MICAL3
G11487	LRRC7
G11488	NLGN2
G11489	SEMA6A
G11490	USP35
G11491	STAMBPL1
G11492	IFT80
G11493	ARRDC3
G11494	CEP126
G11495	KLHL8
G11496	KLHL14
G11497	ZNF319
G11498	SIPA1L2
G11499	ARHGAP20
G11500	TRMT5
G11501	CARNS1
G11502	DOCK6
G11503	ZNF471
G11504	MARCHF4
G11505	PCDH10
G11506	KIF17
G11507	CCDC191
G11508	UNC79
G11509	FAM135A
G11510	PREX1
G11511	TMEM181
G11512	ARHGAP21
G11513	CRAMP1
G11514	SYT13
G11515	CFAP97
G11516	RIC1
G11517	WDFY1
G11518	MRTFA
G11519	ZNF687
G11520	EBF4
G11521	HOMEZ
G11522	PDZD4
G11523	BEGAIN
G11524	BAHCC1
G11525	WDR48
G11526	FNIP2
G11527	USP36
G11528	TRMT9B
G11529	PITPNM2
G11530	SLAIN2
G11531	JCAD
G11532	DIP2B
G11533	RANBP10
G11534	ISLR2
G11535	FAM234B
G11536	RELCH
G11537	ZNF492
G11538	TSHZ3
G11539	VPS18
G11540	SHROOM3
G11541	STIM2
G11542	ZBTB2
G11543	LRFN1
G11544	ZFAT
G11545	NYAP2
G11546	KLHL1
G11547	DPP10
G11548	SH3RF1
G11549	LRCH2
G11550	LRRN1
G11551	EP400
G11552	ARHGAP23
G11553	CCDC146
G11554	COL20A1
G11555	ZSWIM5
G11556	MYH7B
G11557	POGK
G11558	USP28
G11559	DHX37
G11560	PHF12
G11561	CIP2A
G11562	SUGT1P4-STRA6LP
G11563	UVSSA
G11564	GRAMD1A
G11565	HCN3
G11566	CALCOCO1
G11567	ZBTB4
G11568	PHRF1
G11569	CAMSAP3
G11570	USP29
G11571	PLEKHA4
G11572	RDH14
G11573	FBRSL1
G11574	EPB41L5
G11575	KIAA1549
G11576	BEND3
G11577	RNF213
G11578	ZFP14
G11579	GPAM
G11580	ALS2
G11581	CHD8
G11582	ZDBF2
G11583	ZBTB26
G11584	CACHD1
G11585	VAT1L
G11586	ZSWIM6
G11587	LRRC4C
G11588	TNRC6C
G11589	KIAA1586
G11590	MAGEE1
G11591	ZNF317
G11592	USP37
G11593	DDX55
G11594	FANCM
G11595	SHTN1
G11596	CPNE5
G11597	FHIP2A
G11598	NCKAP5L
G11599	CWC22
G11600	GBA2
G11601	WDFY4
G11602	DENND1A
G11603	MEAK7
G11604	MIER1
G11605	SLC7A14
G11606	KIAA1614
G11607	ZNF529
G11608	SFMBT2
G11609	SEMA4G
G11610	PRX
G11611	PCDHB16
G11612	PPP4R4
G11613	ANO8
G11614	GPR107
G11615	METTL14
G11616	IGDCC4
G11617	EPG5
G11618	NCOA5
G11619	WDR19
G11620	ANKRD36B
G11621	SPTBN4
G11622	ZFYVE28
G11623	GBA3
G11624	SCUBE2
G11625	TRIB3
G11626	ANKRA2
G11627	RBAK
G11628	MARK4
G11629	SUGP1
G11630	BRINP2
G11631	GATAD1
G11632	RAB40C
G11633	HES4
G11634	POLD4
G11635	CCAR2
G11636	HAMP
G11637	LSM2
G11638	CCNB1IP1
G11639	CCDC181
G11640	GRHL3
G11641	SLAMF7
G11642	RAP2C
G11643	C6orf47
G11644	CATSPERG
G11645	ZP4
G11646	KRTAP5-8
G11647	CYP4F11
G11648	SLC4A5
G11649	ZNF410
G11650	CADM3
G11651	PTBP2
G11652	NGB
G11653	NEUROD4
G11654	NFE4
G11655	WFDC1
G11656	CTDSP1
G11657	CXCL16
G11658	SQOR
G11659	PLEKHB1
G11660	MS4A7
G11661	TP53INP2
G11662	SRPRB
G11663	ENOPH1
G11664	RHOU
G11665	NLRC4
G11666	TRAPPC1
G11667	ZBED5
G11668	CREBZF
G11669	PCTP
G11670	ABHD17C
G11671	RPRD1B
G11672	ZNF71
G11673	ZNF77
G11674	INIP
G11675	JAM2
G11676	OVOL2
G11677	LY6G5B
G11678	PRUNE1
G11679	MYL7
G11680	ZNF462
G11681	ZNF250
G11682	OPRPN
G11683	ARHGAP22
G11684	OSTC
G11685	SCAF1
G11686	KMT2C
G11687	CACTIN
G11688	DNASE2B
G11689	DLGAP3
G11690	EPS15L1
G11691	SELENOK
G11692	SINHCAF
G11693	RBM25
G11694	DMRT3
G11695	WIZ
G11696	MID1IP1
G11697	ABRACL
G11698	RRAGD
G11699	MYOZ1
G11700	LY6G6D
G11701	PRM3
G11702	SNX6
G11703	MPP4
G11704	IL22RA1
G11705	PGAP6
G11706	IL21
G11707	CARD18
G11708	ENPP5
G11709	HIVEP3
G11710	EVA1C
G11711	ACE2
G11712	TLNRD1
G11713	NTN4
G11714	CACNG8
G11715	CACNG7
G11716	CACNG6
G11717	UBL5
G11718	SIGIRR
G11719	PRDM12
G11720	PRDM13
G11721	PLEKHA1
G11722	PLEKHA2
G11723	HRH4
G11724	TRPV4
G11725	SCPEP1
G11726	SENP2
G11727	ALOXE3
G11728	GNB4
G11729	ZNF350
G11730	KLHL12
G11731	RXFP1
G11732	LGR6
G11733	TMEM35A
G11734	AFAP1
G11735	GPBP1L1
G11736	MYG1
G11737	FAM3A
G11738	AVPI1
G11739	TSKS
G11740	SLC25A19
G11741	EDA2R
G11742	EXOC4
G11743	TGIF2
G11744	CDH26
G11745	BACH2
G11746	ELOVL5
G11747	SLC5A7
G11748	HAPLN2
G11749	SAV1
G11750	TRMT11
G11751	MRPS35
G11752	APOBEC3G
G11753	PPCDC
G11754	NIF3L1
G11755	CCDC90B
G11756	FASTKD5
G11757	HPSE2
G11758	AASDHPPT
G11759	NYX
G11760	AGBL5
G11761	LDAH
G11762	ELAC2
G11763	ALX4
G11764	GUF1
G11765	SPCS3
G11766	NAA35
G11767	RINT1
G11768	SCOC
G11769	KCNK15
G11770	DHX35
G11771	RIC8A
G11772	MIIP
G11773	ATG101
G11774	GAS5
G11775	PROK2
G11776	PAPPA2
G11777	CELF6
G11778	EEFSEC
G11779	CELF5
G11780	FKBP10
G11781	SMAP1
G11782	TRAPPC11
G11783	ZFAND3
G11784	C14orf93
G11785	SLC22A23
G11786	BCORL1
G11787	CELA2A
G11788	SRR
G11789	BCAN
G11790	ABHD4
G11791	MRPL17
G11792	PKNOX2
G11793	FAM204A
G11794	RNF123
G11795	THADA
G11796	UBE2O
G11797	VIPAS39
G11798	PIEZO2
G11799	HEATR6
G11800	SH2D4A
G11801	NSUN3
G11802	FAM111A
G11803	DUSP21
G11804	MANBAL
G11805	GPATCH3
G11806	NAPB
G11807	SLC17A9
G11808	BLOC1S5
G11809	ELMO2
G11810	GALNT11
G11811	CHTF18
G11812	TNN
G11813	CIDEC
G11814	ZNF335
G11815	ANKEF1
G11816	CHP2
G11817	XPNPEP3
G11818	MRPS14
G11819	STEEP1
G11820	MCUR1
G11821	ZNF667
G11822	PCIF1
G11823	FAM217B
G11824	GPSM3
G11825	NECAB3
G11826	FKBPL
G11827	DMRTC2
G11828	DMRTC1
G11829	DMRTB1
G11830	DMRTA1
G11831	CLSPN
G11832	TP53AIP1
G11833	KIF13A
G11834	NEUROG2
G11835	NEUROD6
G11836	PRDM16
G11837	PRDM15
G11838	PRDM14
G11839	FIGNL1
G11840	ANO3
G11841	MYO1G
G11842	TSPYL2
G11843	RBM26
G11844	PRSS22
G11845	OXCT2
G11846	PERP
G11847	MMP27
G11848	NPAS3
G11849	CDH23
G11850	C19orf33
G11851	LHPP
G11852	SLC28A3
G11853	RBKS
G11854	PBLD
G11855	GOLPH3
G11856	CLSTN2
G11857	MCCC2
G11858	SNX16
G11859	GAL3ST2
G11860	POPDC2
G11861	SAMSN1
G11862	SMOC1
G11863	SMOC2
G11864	GFRA4
G11865	EPB41L4A
G11866	PARVG
G11867	ELSPBP1
G11868	LRRC4
G11869	TNMD
G11870	CENPK
G11871	NPFFR1
G11872	RTP4
G11873	CRLF2
G11874	MAGEF1
G11875	NPVF
G11876	MOAP1
G11877	TMBIM1
G11878	VSIR
G11879	SLC39A8
G11880	DUS1L
G11881	RRAGC
G11882	FN3K
G11883	ADGRL4
G11884	NOD2
G11885	TINAGL1
G11886	LIN7B
G11887	XYLT1
G11888	XYLT2
G11889	IFIH1
G11890	ABCG4
G11891	RBSN
G11892	PDF
G11893	KIF9
G11894	C17orf75
G11895	NCAPG
G11896	ERAP2
G11897	NECAB1
G11898	CARD9
G11899	OSGEPL1
G11900	DPEP2
G11901	P3H1
G11902	DPEP3
G11903	EDDM3B
G11904	IRF2BPL
G11905	POPDC3
G11906	MMS19
G11907	DNAJC1
G11908	TFB2M
G11909	SEMA4A
G11910	PJA1
G11911	STRA6
G11912	ROBO3
G11913	TOR3A
G11914	MLST8
G11915	HERPUD2
G11916	ATL2
G11917	MS4A6A
G11918	MS4A5
G11919	PDLIM2
G11920	ABCG5
G11921	ABCG8
G11922	TENT4B
G11923	ARHGEF28
G11924	RAB17
G11925	RHBDF1
G11926	ZSCAN31
G11927	NOC3L
G11928	FBRS
G11929	RNF25
G11930	SOX17
G11931	NSD1
G11932	COP1
G11933	LMBR1
G11934	XPO4
G11935	NFKBIZ
G11936	ARHGAP9
G11937	HS1BP3
G11938	AZI2
G11939	HIF3A
G11940	NXN
G11941	SIL1
G11942	IKZF4
G11943	IKZF5
G11944	CHST8
G11945	MMP25
G11946	GREM2
G11947	ZMAT3
G11948	GMCL1
G11949	GMCL2
G11950	ZNF106
G11951	PALS1
G11952	HHIP
G11953	AKTIP
G11954	CDH24
G11955	CDH22
G11956	RGS18
G11957	GALNT17
G11958	KLHL25
G11959	ARAP3
G11960	GZF1
G11961	TMEM267
G11962	TMEM168
G11963	MTMR14
G11964	SUSD1
G11965	DCLRE1C
G11966	ATG3
G11967	INF2
G11968	POLR1E
G11969	SUDS3
G11970	TTC31
G11971	CIAO3
G11972	ZDHHC6
G11973	PCNX4
G11974	ACTR6
G11975	MRPS25
G11976	NOM1
G11977	DNAI2
G11978	CSMD1
G11979	TPSB2
G11980	CPEB1
G11981	TEKT3
G11982	ALDH8A1
G11983	NDST4
G11984	CLEC7A
G11985	GPR135
G11986	TSPY2
G11987	TTTY15
G11988	MOSPD3
G11989	GIGYF1
G11990	PLA2G2F
G11991	VPS16
G11992	EBF2
G11993	MFSD14A
G11994	SPANXD
G11995	CSRNP1
G11996	SPANXC
G11997	ANAPC1
G11998	GORASP1
G11999	CTAGE1
G12000	TMPRSS3
G12001	COPS7B
G12002	NUCKS1
G12003	HS3ST6
G12004	PDIA2
G12005	UNKL
G12006	WDR13
G12007	SMAP2
G12008	METTL17
G12009	ACBD3
G12010	MFSD1
G12011	PLPPR2
G12012	SMURF2
G12013	CCDC136
G12014	SMYD3
G12015	RUSF1
G12016	ATPAF1
G12017	MTARC1
G12018	TNS3
G12019	FHIP2B
G12020	PARP12
G12021	GAREM1
G12022	ZNF574
G12023	CREB3L2
G12024	S100PBP
G12025	IPPK
G12026	MEAF6
G12027	CCDC14
G12028	ILRUN
G12029	ENGASE
G12030	PCED1A
G12031	RMND5B
G12032	FNDC3B
G12033	MTHFSD
G12034	MICAL1
G12035	CERK
G12036	AEN
G12037	RBM15
G12038	CRTC3
G12039	GINS3
G12040	TBC1D15
G12041	EPS8L2
G12042	LMF1
G12043	EXO5
G12044	IFT22
G12045	CEP85
G12046	DDX31
G12047	RMND5A
G12048	DEPTOR
G12049	IQCH
G12050	EFCAB6
G12051	ARV1
G12052	NMNAT1
G12053	P2RY12
G12054	IL25
G12055	CYP3A43
G12056	ELOVL1
G12057	KLC2
G12058	FNDC4
G12059	FBXL17
G12060	PORCN
G12061	GNPNAT1
G12062	ISL2
G12063	MARCHF7
G12064	SPATA20
G12065	YTHDC2
G12066	SLC13A3
G12067	ETNPPL
G12068	TUT1
G12069	AIDA
G12070	USP46
G12071	NIBAN2
G12072	VWA1
G12073	PLEKHG2
G12074	DCLRE1B
G12075	NABP1
G12076	ARMCX5
G12077	RFX7
G12078	CDCP1
G12079	PCDH20
G12080	PAPOLG
G12081	C12orf43
G12082	LPIN3
G12083	RANBP17
G12084	AGXT2
G12085	BCL11B
G12086	CASD1
G12087	SLC30A5
G12088	CCDC71
G12089	RASAL3
G12090	TTC23
G12091	MRPL14
G12092	STAG3L4
G12093	NT5DC2
G12094	CENPH
G12095	MRPS26
G12096	MRPS24
G12097	MRPS15
G12098	MRPS11
G12099	MRPS9
G12100	MRPS6
G12101	MRPS5
G12102	MRPL41
G12103	MRPL40
G12104	MRPL38
G12105	MRPL36
G12106	MRPL34
G12107	MRPL32
G12108	MRPL11
G12109	MRPL9
G12110	MRPL1
G12111	NDRG4
G12112	SLC26A6
G12113	PINK1
G12114	REEP1
G12115	GPBP1
G12116	ACD
G12117	RAPH1
G12118	CDK15
G12119	TMEM237
G12120	NBEAL1
G12121	RTN4R
G12122	MRPL44
G12123	VPS33A
G12124	NOL6
G12125	TMEM135
G12126	JMJD4
G12127	KRI1
G12128	MARCKSL1
G12129	UPF3B
G12130	UPF3A
G12131	RSRC2
G12132	PRAMEF2
G12133	INTS3
G12134	SOWAHC
G12135	WNK1
G12136	PCDH15
G12137	NADK
G12138	ZFP69B
G12139	SPATS2
G12140	ZSWIM4
G12141	CPLANE1
G12142	ZNF649
G12143	MPPE1
G12144	COA7
G12145	PYCR3
G12146	UBE2Z
G12147	C8orf33
G12148	WNK4
G12149	WNK3
G12150	WNK2
G12151	STK33
G12152	PLEKHA3
G12153	PHACTR4
G12154	BRD9
G12155	CAPRIN2
G12156	ZSCAN18
G12157	GRAMD2B
G12158	AACS
G12159	ZBTB10
G12160	KCTD14
G12161	ZNF747
G12162	DLK2
G12163	ANTKMT
G12164	FUNDC2
G12165	DDRGK1
G12166	MRPS34
G12167	CENPBD2P
G12168	RASL11B
G12169	LRRC61
G12170	TMEM108
G12171	CYP4F12
G12172	LYNX1
G12173	CHID1
G12174	TRAK2
G12175	SLC2A11
G12176	MTMR9
G12177	BOLL
G12178	DUSP26
G12179	CRELD1
G12180	MRPL57
G12181	COLEC11
G12182	OTUB2
G12183	PCYOX1L
G12184	YIPF2
G12185	PRR14
G12186	HROB
G12187	CYREN
G12188	GDAP1L1
G12189	RHPN1-AS1
G12190	LRFN4
G12191	AUNIP
G12192	VKORC1
G12193	TRIR
G12194	MIS12
G12195	CUEDC2
G12196	SCNM1
G12197	METRN
G12198	DBNDD1
G12199	SLX1B
G12200	DDX50
G12201	CAMKV
G12202	DDA1
G12203	GGCT
G12204	GID4
G12205	CENPM
G12206	C7orf25
G12207	TMEM106C
G12208	NUP37
G12209	SMIM2
G12210	FNDC11
G12211	AHNAK
G12212	ZNF655
G12213	PDCL3
G12214	ERI3
G12215	INTS15
G12216	NABP2
G12217	KXD1
G12218	PVRIG
G12219	ZFYVE21
G12220	DDX54
G12221	TMEM38A
G12222	TSEN34
G12223	KCTD15
G12224	SECISBP2
G12225	NOC4L
G12226	ALG8
G12227	TRPM8
G12228	PRRG4
G12229	PRRG3
G12230	ASPSCR1
G12231	TMEM223
G12232	ATG9A
G12233	METTL16
G12234	FTO
G12235	POGLUT2
G12236	ELOVL6
G12237	FASTKD3
G12238	TMEM109
G12239	C2orf49
G12240	DSCC1
G12241	DCTPP1
G12242	C1orf50
G12243	CCDC86
G12244	LBHD1
G12245	MLPH
G12246	WDR77
G12247	SLC25A23
G12248	SMIM7
G12249	ALG12
G12250	ZNF426
G12251	TMUB2
G12252	TRAPPC6A
G12253	METTL22
G12254	CARD14
G12255	CHAC1
G12256	BBLN
G12257	CSTPP1
G12258	TRIM48
G12259	C1orf116
G12260	TAF1D
G12261	RNF26
G12262	MEG8
G12263	MAPKAP1
G12264	DHX58
G12265	NDUFAF5
G12266	TMEM185B
G12267	APOO
G12268	RETREG2
G12269	DERL1
G12270	CCDC28B
G12271	PHF23
G12272	MBOAT7
G12273	PPDPF
G12274	CHCHD7
G12275	FKRP
G12276	MMP28
G12277	ZSCAN5A
G12278	FA2H
G12279	GDPD3
G12280	DHRS11
G12281	TNIP2
G12282	PLEKHF1
G12283	MFSD11
G12284	GNPTAB
G12285	NOL12
G12286	TMEM243
G12287	LENG1
G12288	LILRA6
G12289	C1orf35
G12290	PRR15L
G12291	RBM42
G12292	CENPO
G12293	BRME1
G12294	CRELD2
G12295	ZNF343
G12296	FBXL15
G12297	ZNF576
G12298	THTPA
G12299	EFHD2
G12300	TTPAL
G12301	BRCC3
G12302	FSD1
G12303	TMEM43
G12304	IRX6
G12305	IRX3
G12306	IRX1
